@RELATION TrainingDataset

@ATTRIBUTE state {Tamil_Nadu}
@ATTRIBUTE year REAL
@ATTRIBUTE crop {Apple,Arecanut,Arhar/Tur,Ash_Gourd,Bajra,Banana,Beans_&_Mutter(Vegetable),Beet_Root,Ber,Bhindi,Bitter_Gourd,Black_pepper,Bottle_Gourd,Brinjal,Cabbage,Cardamom,Carrot,Cashewnut,Castor_seed,Cauliflower,Citrus_Fruit,Coconut,Coriander,Cotton(lint),Cucumber,Drum_Stick,Dry_chillies,Dry_ginger,Garlic,Gram,Grapes,Groundnut,Guar_seed,Horse-gram,Jack_Fruit,Jowar,Korra,Lab-Lab,Litchi,Maize,Mango,Mesta,Moong(Green_Gram),Onion,Orange,Other_Cereals_&_Millets,Other_Citrus_Fruit,Other_Fresh_Fruits,Other_Kharif_pulses,Other_Vegetables,Papaya,Peach,Pear,Pineapple,Plums,Pome_Fruit,Pome_Granet,Potato,Pulses_total,Pump_Kin,Ragi,Rapeseed_&Mustard,Redish,Ribed_Guard,Rice,Samai,Sannhamp,Sesamum,Small_millets,Snak_Guard,Sugarcane,Sunflower,Sweet_potato,Tapioca,Tobacco,Tomato,Total_foodgrain,Turmeric,Turnip,Urad,Varagu,Water_Melon,Wheat,Yam}
@ATTRIBUTE area REAL
@ATTRIBUTE rainfall(in_mm) REAL
@ATTRIBUTE production(in_tones) Numeric

@DATA
Tamil_Nadu,2005,Cotton(lint),1330,1365.30,1497
Tamil_Nadu,2005,Groundnut,21389,1365.30,53375
Tamil_Nadu,2005,Horse-gram,10,1365.30,4
Tamil_Nadu,2005,Jowar,891,1365.30,560
Tamil_Nadu,2005,Moong(Green_Gram),1216,1365.30,356
Tamil_Nadu,2005,Other_Kharif_pulses,61,1365.30,44
Tamil_Nadu,2005,Ragi,149,1365.30,290
Tamil_Nadu,2005,Rice,114291,1365.30,218345
Tamil_Nadu,2005,Sesamum,2630,1365.30,931
Tamil_Nadu,2005,Small_millets,2807,1365.30,2837
Tamil_Nadu,2005,Sunflower,976,1365.30,691
Tamil_Nadu,2005,Urad,24540,1365.30,8493
Tamil_Nadu,2005,Arecanut,2,1365.30,2
Tamil_Nadu,2005,Banana,3876,1365.30,120554
Tamil_Nadu,2005,Cashewnut,30150,1365.30,22952
Tamil_Nadu,2005,Coconut,2722,1365.30,332
Tamil_Nadu,2005,Coriander,1783,1365.30,419
Tamil_Nadu,2005,Dry_chillies,61,1365.30,40
Tamil_Nadu,2005,Onion,67,1365.30,537
Tamil_Nadu,2005,Sugarcane,37151,1365.30,3661157
Tamil_Nadu,2005,Sweet_potato,83,1365.30,945
Tamil_Nadu,2005,Tapioca,5745,1365.30,165559
Tamil_Nadu,2005,Turmeric,90,1365.30,497
Tamil_Nadu,2006,Rice,105440,927.90,392384
Tamil_Nadu,2006,Small_millets,6812,927.90,24369
Tamil_Nadu,2006,Arecanut,1,927.90,1
Tamil_Nadu,2006,Arhar/Tur,148,927.90,108
Tamil_Nadu,2006,Bajra,1275,927.90,1608
Tamil_Nadu,2006,Banana,4162,927.90,156690
Tamil_Nadu,2006,Cashewnut,29633,927.90,29633
Tamil_Nadu,2006,Castor_seed,6,927.90,4
Tamil_Nadu,2006,Coconut,2529,927.90,475
Tamil_Nadu,2006,Coriander,782,927.90,317
Tamil_Nadu,2006,Cotton(lint),1808,927.90,2415
Tamil_Nadu,2006,Garlic,57,927.90,338
Tamil_Nadu,2006,Groundnut,13687,927.90,43703
Tamil_Nadu,2006,Horse-gram,8,927.90,5
Tamil_Nadu,2006,Jowar,661,927.90,870
Tamil_Nadu,2006,Maize,7882,927.90,20383
Tamil_Nadu,2006,Moong(Green_Gram),1024,927.90,591
Tamil_Nadu,2006,Onion,49,927.90,428
Tamil_Nadu,2006,Ragi,98,927.90,262
Tamil_Nadu,2006,Sesamum,2086,927.90,1002
Tamil_Nadu,2006,Sugarcane,41628,927.90,5336460
Tamil_Nadu,2006,Sunflower,589,927.90,659
Tamil_Nadu,2006,Sweet_potato,488,927.90,7119
Tamil_Nadu,2006,Tapioca,4226,927.90,298001
Tamil_Nadu,2006,Turmeric,143,927.90,822
Tamil_Nadu,2006,Urad,27078,927.90,15275
Tamil_Nadu,2007,Rice,102798,1067.20,335119
Tamil_Nadu,2007,Small_millets,2467,1067.20,3894
Tamil_Nadu,2007,Arecanut,1,1067.20,2
Tamil_Nadu,2007,Arhar/Tur,125,1067.20,88
Tamil_Nadu,2007,Bajra,1714,1067.20,2806
Tamil_Nadu,2007,Banana,4443,1067.20,163768
Tamil_Nadu,2007,Cashewnut,30003,1067.20,32301
Tamil_Nadu,2007,Castor_seed,9,1067.20,6
Tamil_Nadu,2007,Coconut,2497,1067.20,351
Tamil_Nadu,2007,Coriander,571,1067.20,231
Tamil_Nadu,2007,Cotton(lint),2253,1067.20,2291
Tamil_Nadu,2007,Dry_chillies,169,1067.20,85
Tamil_Nadu,2007,Groundnut,16307,1067.20,30250
Tamil_Nadu,2007,Horse-gram,6,1067.20,3
Tamil_Nadu,2007,Jowar,1085,1067.20,968
Tamil_Nadu,2007,Maize,12318,1067.20,25314
Tamil_Nadu,2007,Moong(Green_Gram),4190,1067.20,681
Tamil_Nadu,2007,Onion,66,1067.20,636
Tamil_Nadu,2007,Potato,2,1067.20,34
Tamil_Nadu,2007,Ragi,181,1067.20,426
Tamil_Nadu,2007,Sesamum,5161,1067.20,2361
Tamil_Nadu,2007,Small_millets,2467,1067.20,3894
Tamil_Nadu,2007,Sugarcane,38357,1067.20,4226635
Tamil_Nadu,2007,Sunflower,207,1067.20,254
Tamil_Nadu,2007,Sweet_potato,38,1067.20,402
Tamil_Nadu,2007,Tapioca,4057,1067.20,126522
Tamil_Nadu,2007,Tobacco,5,1067.20,7
Tamil_Nadu,2007,Turmeric,153,1067.20,818
Tamil_Nadu,2007,Urad,47946,1067.20,10842
Tamil_Nadu,2008,Rice,107817,1203.40,223882
Tamil_Nadu,2008,Small_millets,1874,1203.40,2900
Tamil_Nadu,2008,Arecanut,1,1203.40,2
Tamil_Nadu,2008,Arhar/Tur,114,1203.40,69
Tamil_Nadu,2008,Bajra,1842,1203.40,2914
Tamil_Nadu,2008,Banana,4308,1203.40,164032
Tamil_Nadu,2008,Cashewnut,30003,1203.40,24302
Tamil_Nadu,2008,Castor_seed,9,1203.40,6
Tamil_Nadu,2008,Coconut,2524,1203.40,505000
Tamil_Nadu,2008,Coriander,597,1203.40,206
Tamil_Nadu,2008,Cotton(lint),4821,1203.40,2965
Tamil_Nadu,2008,Dry_chillies,112,1203.40,56
Tamil_Nadu,2008,Groundnut,15437,1203.40,39126
Tamil_Nadu,2008,Horse-gram,2,1203.40,1
Tamil_Nadu,2008,Jowar,878,1203.40,730
Tamil_Nadu,2008,Maize,11881,1203.40,21720
Tamil_Nadu,2008,Moong(Green_Gram),2251,1203.40,509
Tamil_Nadu,2008,Onion,40,1203.40,378
Tamil_Nadu,2008,Ragi,105,1203.40,265
Tamil_Nadu,2008,Sesamum,3588,1203.40,1948
Tamil_Nadu,2008,Small_millets,1874,1203.40,2900
Tamil_Nadu,2008,Sugarcane,30141,1203.40,3213272
Tamil_Nadu,2008,Sunflower,313,1203.40,292
Tamil_Nadu,2008,Sweet_potato,14,1203.40,180
Tamil_Nadu,2008,Tapioca,3315,1203.40,154648
Tamil_Nadu,2008,Tobacco,4,1203.40,6
Tamil_Nadu,2008,Turmeric,171,1203.40,986
Tamil_Nadu,2008,Urad,45733,1203.40,15860
Tamil_Nadu,2009,Rice,111517,928.50,322962
Tamil_Nadu,2009,Small_millets,3277,928.50,5643
Tamil_Nadu,2009,Arecanut,1,928.50,2
Tamil_Nadu,2009,Arhar/Tur,48,928.50,37
Tamil_Nadu,2009,Bajra,2058,928.50,6143
Tamil_Nadu,2009,Banana,4805,928.50,185329
Tamil_Nadu,2009,Cashewnut,30349,928.50,24296
Tamil_Nadu,2009,Castor_seed,11,928.50,8
Tamil_Nadu,2009,Coconut,2513,928.50,38300
Tamil_Nadu,2009,Coriander,985,928.50,389
Tamil_Nadu,2009,Cotton(lint),4630,928.50,5232
Tamil_Nadu,2009,Dry_chillies,133,928.50,71
Tamil_Nadu,2009,Groundnut,13249,928.50,38662
Tamil_Nadu,2009,Horse-gram,3,928.50,1
